Gene ID;source_id;Organism;Product Description;Gene Name or Symbol;Computed GO Components;Computed GO Function IDs;Computed GO Functions;Computed GO Process IDs;Computed GO Processes;Curated GO Component IDs;Curated GO Components;Curated GO Function IDs;Curated GO Functions;Curated GO Process IDs;Curated GO Processes;Computed GO Component IDs
PF3D7_1308800;PF3D7_1308800.1;Plasmodium falciparum 3D7;tyrosine recombinase;INT;null;GO:0003677;DNA binding;"GO:0015074;GO:0006310";"DNA integration;DNA recombination";GO:0020011;apicoplast;null;null;null;null;null
PF3D7_1309120;PF3D7_1309120.1;Plasmodium falciparum 3D7;non-coding RNA;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1310200;PF3D7_1310200.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;"integral component of membrane;membrane";null;null;null;null;null;null;null;null;null;null;"GO:0016021;GO:0016020"
PF3D7_1310600;PF3D7_1310600.1;Plasmodium falciparum 3D7;ras-related protein Rab-5B;RAB5b;null;"GO:0005525;GO:0003924";"GTP binding;GTPase activity";null;null;"GO:0020020;GO:0044310;GO:0005886;GO:0085026";"food vacuole;osmiophilic body;plasma membrane;tubovesicular membrane network";GO:0005515;protein binding;"GO:0043952;GO:0060627";"protein transport by the Sec complex;regulation of vesicle-mediated transport";null
PF3D7_1310800;PF3D7_1310800.1;Plasmodium falciparum 3D7;tetratricopeptide repeat protein, putative;null;nucleus;GO:0005515;protein binding;null;null;null;null;null;null;null;null;GO:0005634
PF3D7_1310900;PF3D7_1310900.1;Plasmodium falciparum 3D7;ribosomal protein S15, mitochondrial, putative;null;"intracellular;ribosome";GO:0003735;structural constituent of ribosome;GO:0006412;translation;null;null;null;null;null;null;"GO:0005622;GO:0005840"
PF3D7_1311400;PF3D7_1311400.1;Plasmodium falciparum 3D7;AP-1 complex subunit mu-1;AP1M1;clathrin adaptor complex;null;null;"GO:0006886;GO:0016192";"intracellular protein transport;vesicle-mediated transport";"GO:0005794;GO:0030131;GO:0030125;GO:0031410;GO:0020008";"Golgi apparatus;clathrin adaptor complex;clathrin vesicle coat;cytoplasmic vesicle;rhoptry";GO:0005515;protein binding;"GO:0006886;GO:0016192";"intracellular protein transport;vesicle-mediated transport";GO:0030131
PF3D7_1311500;PF3D7_1311500.1;Plasmodium falciparum 3D7;26S protease regulatory subunit 7, putative;RPT1;cytoplasm;"GO:0005524;GO:0016787";"ATP binding;hydrolase activity";GO:0030163;protein catabolic process;"GO:0005634;GO:0005838";"nucleus;proteasome regulatory particle";GO:0005515;protein binding;GO:0006511;ubiquitin-dependent protein catabolic process;GO:0005737
PF3D7_1311800;PF3D7_1311800.1;Plasmodium falciparum 3D7;M1-family alanyl aminopeptidase;M1AAP;null;"GO:0008237;GO:0008270";"metallopeptidase activity;zinc ion binding";null;null;"GO:0009986;GO:0005737;GO:0020020;GO:0020009;GO:0005634";"cell surface;cytoplasm;food vacuole;microneme;nucleus";"GO:0004177;GO:0004222";"aminopeptidase activity;metalloendopeptidase activity";"GO:0006508;GO:0042493";"proteolysis;response to drug";null
PF3D7_1311900;PF3D7_1311900.1;Plasmodium falciparum 3D7;V-type proton ATPase catalytic subunit A;vapA;proton-transporting V-type ATPase, V1 domain;"GO:0005524;GO:0046961";"ATP binding;proton-transporting ATPase activity, rotational mechanism";"GO:0015991;GO:0046034;GO:1902600";"ATP hydrolysis coupled proton transport;ATP metabolic process;proton transmembrane transport";"GO:0020020;GO:0000221";"food vacuole;vacuolar proton-transporting V-type ATPase, V1 domain";null;null;"GO:0015991;GO:0007035";"ATP hydrolysis coupled proton transport;vacuolar acidification";GO:0033180
PF3D7_1312000;PF3D7_1312000.1;Plasmodium falciparum 3D7;malonyl CoA-acyl carrier protein transacylase;MCAT;null;null;null;GO:0008152;metabolic process;GO:0020011;apicoplast;GO:0004314;[acyl-carrier-protein] S-malonyltransferase activity;GO:0006633;fatty acid biosynthetic process;null
PF3D7_1312100;PF3D7_1312100.1;Plasmodium falciparum 3D7;GYF domain-containing protein, putative;null;null;GO:0005515;protein binding;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_1312300;PF3D7_1312300.1;Plasmodium falciparum 3D7;ribosomal protein S35, mitochondrial, putative;null;null;null;null;null;null;GO:0005739;mitochondrion;null;null;null;null;null
PF3D7_1312700;PF3D7_1312700.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_1312800;PF3D7_1312800.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;nucleus;null;null;null;null;null;null;null;null;null;null;GO:0005634
PF3D7_1312900;PF3D7_1312900.1;Plasmodium falciparum 3D7;eukaryotic translation initation factor 4 gamma;EIF4G;null;"GO:0003723;GO:0005488;GO:0005515";"RNA binding;binding;protein binding";null;null;GO:0005634;nucleus;GO:0005515;protein binding;null;null;null
PF3D7_1313100;PF3D7_1313100.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;membrane;null;null;null;null;null;null;null;null;null;null;GO:0016020
PF3D7_1313200;PF3D7_1313200.1;Plasmodium falciparum 3D7;methionyl-tRNA formyltransferase, putative;MTFMT;null;"GO:0003824;GO:0016742";"catalytic activity;hydroxymethyl-, formyl- and related transferase activity";GO:0009058;biosynthetic process;GO:0020011;apicoplast;GO:0004479;methionyl-tRNA formyltransferase activity;GO:0006413;translational initiation;null
PF3D7_1313300;PF3D7_1313300.1;Plasmodium falciparum 3D7;peptidyl-prolyl cis-trans isomerase, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1313600;PF3D7_1313600.1;Plasmodium falciparum 3D7;Clu domain-containing protein, putative;null;cytoplasm;GO:0005515;protein binding;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_1313900;PF3D7_1313900.1;Plasmodium falciparum 3D7;ankyrin-repeat protein, putative;null;"cytoplasm;membrane";GO:0005515;protein binding;null;null;null;null;null;null;null;null;"GO:0005737;GO:0016020"
PF3D7_1314100;PF3D7_1314100.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1314400;PF3D7_1314400.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;cytoplasm;"GO:0005524;GO:0003677";"ATP binding;DNA binding";null;null;null;null;null;null;null;null;GO:0005737
PF3D7_1314600;PF3D7_1314600.1;Plasmodium falciparum 3D7;lipoate-protein ligase 1;LipL1;null;null;null;GO:0006464;cellular protein modification process;GO:0005739;mitochondrion;GO:0016979;lipoate-protein ligase activity;"GO:0006464;GO:0006629;GO:0009249";"cellular protein modification process;lipid metabolic process;protein lipoylation";null
PF3D7_1314700;PF3D7_1314700.1;Plasmodium falciparum 3D7;pinin/SDK/MemA domain-containing protein, putative;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_1314800;PF3D7_1314800.1;Plasmodium falciparum 3D7;ubiquitin-like protein, putative;null;null;GO:0005515;protein binding;null;null;null;null;null;null;GO:0019941;modification-dependent protein catabolic process;null
PF3D7_1315200;PF3D7_1315200.1;Plasmodium falciparum 3D7;heptatricopeptide repeat-containing protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1315800;PF3D7_1315800.1;Plasmodium falciparum 3D7;transcription factor MYB1;MYB1;null;GO:0003677;DNA binding;null;null;GO:0005634;nucleus;GO:0003700;DNA-binding transcription factor activity;GO:0006355;regulation of transcription, DNA-templated;null
PF3D7_1316000;PF3D7_1316000.1;Plasmodium falciparum 3D7;protein kinase, putative;null;null;"GO:0005524;GO:0004672";"ATP binding;protein kinase activity";GO:0006468;protein phosphorylation;null;null;GO:0004672;protein kinase activity;GO:0006468;protein phosphorylation;null
PF3D7_1316400;PF3D7_1316400.1;Plasmodium falciparum 3D7;SAS6-like protein, putative;SAS6L;null;null;null;null;null;"GO:0020007;GO:0005829";"apical complex;cytosol";null;null;null;null;null
PF3D7_1317400;PF3D7_1317400.1;Plasmodium falciparum 3D7;zinc finger protein, putative;null;null;null;null;null;null;"GO:0034399;GO:0005634";"nuclear periphery;nucleus";null;null;null;null;null
PF3D7_1317800;PF3D7_1317800.1;Plasmodium falciparum 3D7;40S ribosomal protein S19;RPS19;"ribosome;small ribosomal subunit";"GO:0003723;GO:0003735";"RNA binding;structural constituent of ribosome";GO:0006412;translation;"GO:0022627;GO:0005634";"cytosolic small ribosomal subunit;nucleus";GO:0003735;structural constituent of ribosome;GO:0006412;translation;"GO:0005840;GO:0015935"
PF3D7_1317900;PF3D7_1317900.1;Plasmodium falciparum 3D7;nucleolar complex protein 4, putative;NOC4;nucleus;GO:0005524;ATP binding;null;null;null;null;null;null;GO:0042254;ribosome biogenesis;GO:0005634
PF3D7_1318300;PF3D7_1318300.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;extracellular region;GO:0005509;calcium ion binding;null;null;null;null;null;null;null;null;GO:0005576
PF3D7_1318400;PF3D7_1318400.1;Plasmodium falciparum 3D7;structural maintenance of chromosomes protein 2, putative;SMC2;chromosome;"GO:0005524;GO:0005515";"ATP binding;protein binding";GO:0051276;chromosome organization;"GO:0000775;GO:0000796;GO:0005634";"chromosome, centromeric region;condensin complex;nucleus";null;null;null;null;GO:0005694
PF3D7_1318500;PF3D7_1318500.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1319200;PF3D7_1319200.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;"cytoplasm;integral component of membrane;membrane";"GO:0050660;GO:0005515";"flavin adenine dinucleotide binding;protein binding";GO:0008033;tRNA processing;null;null;null;null;null;null;"GO:0005737;GO:0016021;GO:0016020"
PF3D7_1319300;PF3D7_1319300.1;Plasmodium falciparum 3D7;tRNA (guanine(26)-N(2))-dimethyltransferase, putative;TRM1;null;"GO:0003723;GO:0004809";"RNA binding;tRNA (guanine-N2-)-methyltransferase activity";GO:0008033;tRNA processing;null;null;GO:0004809;tRNA (guanine-N2-)-methyltransferase activity;GO:0030488;tRNA methylation;null
PF3D7_1319700;PF3D7_1319700.1;Plasmodium falciparum 3D7;protein phosphatase PP2A regulatory subunit A, putative;null;null;GO:0005488;binding;null;null;GO:0000159;protein phosphatase type 2A complex;GO:0004722;protein serine/threonine phosphatase activity;GO:0006417;regulation of translation;null
PF3D7_1320000;PF3D7_1320000.1;Plasmodium falciparum 3D7;golgi protein 1;GP1;null;null;null;null;null;"GO:0005794;GO:0005737;GO:0005783";"Golgi apparatus;cytoplasm;endoplasmic reticulum";GO:0005515;protein binding;null;null;null
PF3D7_1320900;PF3D7_1320900.1;Plasmodium falciparum 3D7;RNA-binding protein, putative;null;null;GO:0003676;nucleic acid binding;null;null;null;null;"GO:0003723;GO:0003755";"RNA binding;peptidyl-prolyl cis-trans isomerase activity";GO:0006457;protein folding;null
PF3D7_1321500;PF3D7_1321500.1;Plasmodium falciparum 3D7;3',5'-cyclic nucleotide phosphodiesterase beta;PDEbeta;null;"GO:0004114;GO:0008081";"3',5'-cyclic-nucleotide phosphodiesterase activity;phosphoric diester hydrolase activity";GO:0007165;signal transduction;"GO:0045177;GO:0005783;GO:0005886";"apical part of cell;endoplasmic reticulum;plasma membrane";"GO:0004115;GO:0047555";"3',5'-cyclic-AMP phosphodiesterase activity;3',5'-cyclic-GMP phosphodiesterase activity";"GO:0046058;GO:0046068;GO:0044409";"cAMP metabolic process;cGMP metabolic process;entry into host";null
PF3D7_1322000;PF3D7_1322000.1;Plasmodium falciparum 3D7;nucleoside-diphosphatase, putative;null;null;GO:0016787;hydrolase activity;null;null;"GO:0020036;GO:0005788;GO:0016020";"Maurer's cleft;endoplasmic reticulum lumen;membrane";null;null;null;null;null
PF3D7_1322100;PF3D7_1322100.1;Plasmodium falciparum 3D7;histone-lysine N-methyltransferase SET2;SET2;nucleus;"GO:0018024;GO:0005515";"histone-lysine N-methyltransferase activity;protein binding";null;null;GO:0034399;nuclear periphery;"GO:0046975;GO:0005515";"histone methyltransferase activity (H3-K36 specific);protein binding";"GO:0020033;GO:0010452;GO:0006355";"antigenic variation;histone H3-K36 methylation;regulation of transcription, DNA-templated";GO:0005634
PF3D7_1322400;PF3D7_1322400.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;cytoplasm;GO:0000166;nucleotide binding;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_1322800;PF3D7_1322800.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;"intracellular;ribosome;small ribosomal subunit";"GO:0003735;GO:0000049";"structural constituent of ribosome;tRNA binding";GO:0006412;translation;null;null;null;null;null;null;"GO:0005622;GO:0005840;GO:0015935"
PF3D7_1323200;PF3D7_1323200.1;Plasmodium falciparum 3D7;V-type proton ATPase subunit G, putative;null;vacuolar proton-transporting V-type ATPase complex;GO:0042626;ATPase activity, coupled to transmembrane movement of substances;GO:1902600;proton transmembrane transport;"GO:0020036;GO:0020020;GO:0005634;GO:0000221";"Maurer's cleft;food vacuole;nucleus;vacuolar proton-transporting V-type ATPase, V1 domain";null;null;GO:0007035;vacuolar acidification;GO:0016471
PF3D7_1323300;PF3D7_1323300.1;Plasmodium falciparum 3D7;N-acetyltransferase, GNAT family, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1323400;PF3D7_1323400.1;Plasmodium falciparum 3D7;60S ribosomal protein L23;RPL23;"intracellular;ribosome";GO:0003735;structural constituent of ribosome;GO:0006412;translation;"GO:0022625;GO:0005634";"cytosolic large ribosomal subunit;nucleus";"GO:0019843;GO:0003735";"rRNA binding;structural constituent of ribosome";GO:0006412;translation;"GO:0005622;GO:0005840"
PF3D7_1323500;PF3D7_1323500.1;Plasmodium falciparum 3D7;plasmepsin V;PMV;null;null;null;null;null;"GO:0005783;GO:0016021;GO:0097038";"endoplasmic reticulum;integral component of membrane;perinuclear endoplasmic reticulum";"GO:0004190;GO:0005515";"aspartic-type endopeptidase activity;protein binding";"GO:0006508;GO:0042493";"proteolysis;response to drug";null
PF3D7_1323800;PF3D7_1323800.1;Plasmodium falciparum 3D7;vacuolar protein sorting-associated protein 52, putative;VPS52;null;null;null;null;null;null;null;null;null;GO:0006896;Golgi to vacuole transport;null
PF3D7_1324400;PF3D7_1324400.1;Plasmodium falciparum 3D7;PRELI domain-containing protein, putative;PRELID;null;null;null;null;null;GO:0005739;mitochondrion;null;null;null;null;null
PF3D7_1324600;PF3D7_1324600.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0016020;membrane;null;null;null;null;null
PF3D7_1324700;PF3D7_1324700.1;Plasmodium falciparum 3D7;SNARE protein, putative;YKT6.2;integral component of membrane;null;null;GO:0016192;vesicle-mediated transport;GO:0031201;SNARE complex;GO:0005484;SNAP receptor activity;"GO:0006886;GO:0031338";"intracellular protein transport;regulation of vesicle fusion";GO:0016021
PF3D7_1325200;PF3D7_1325200.1;Plasmodium falciparum 3D7;lactate dehydrogenase, putative;null;null;"GO:0003824;GO:0016491;GO:0016616";"catalytic activity;oxidoreductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";"GO:0005975;GO:0019752;GO:0055114";"carbohydrate metabolic process;carboxylic acid metabolic process;oxidation-reduction process";null;null;null;null;null;null;null
PF3D7_1326000;PF3D7_1326000.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0009986;cell surface;null;null;null;null;null
PF3D7_1326300;PF3D7_1326300.1;Plasmodium falciparum 3D7;RNA-binding protein, putative;null;nucleus;"GO:0003676;GO:0000166";"nucleic acid binding;nucleotide binding";null;null;null;null;null;null;null;null;GO:0005634
PF3D7_1326500;PF3D7_1326500.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;"cytoplasm;cytoskeleton";null;null;null;null;null;null;null;null;null;null;"GO:0005737;GO:0005856"
PF3D7_1326600;PF3D7_1326600.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1326700;PF3D7_1326700.1;Plasmodium falciparum 3D7;conserved Apicomplexan protein, unknown function;null;"extracellular region;membrane";"GO:0016787;GO:0004806;GO:0008641";"hydrolase activity;triglyceride lipase activity;ubiquitin-like modifier activating enzyme activity";GO:0016042;lipid catabolic process;GO:0005634;nucleus;null;null;null;null;"GO:0005576;GO:0016020"
PF3D7_1327000;PF3D7_1327000.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;GO:0046872;metal ion binding;null;null;null;null;null;null;null;null;null
PF3D7_1327100;PF3D7_1327100.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;null;GO:0030246;carbohydrate binding;null;null;null;null;null;null;null;null;null
PF3D7_1327700;PF3D7_1327700.1;Plasmodium falciparum 3D7;regulator of nonsense transcripts 3B, putative;UPF3B;null;GO:0003676;nucleic acid binding;null;null;null;null;null;null;null;null;null
PF3D7_1327800;PF3D7_1327800.1;Plasmodium falciparum 3D7;ribose-phosphate pyrophosphokinase, putative;null;null;"GO:0000287;GO:0004749";"magnesium ion binding;ribose phosphate diphosphokinase activity";GO:0009165;nucleotide biosynthetic process;"GO:0005634;GO:0002189";"nucleus;ribose phosphate diphosphokinase complex";GO:0004749;ribose phosphate diphosphokinase activity;GO:0006015;5-phosphoribose 1-diphosphate biosynthetic process;null
PF3D7_1328000;PF3D7_1328000.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;membrane;null;null;null;null;null;null;null;null;null;null;GO:0016020
PF3D7_1328100;PF3D7_1328100.1;Plasmodium falciparum 3D7;proteasome subunit beta type-7, putative;null;proteasome core complex;GO:0004298;threonine-type endopeptidase activity;GO:0051603;proteolysis involved in cellular protein catabolic process;"GO:0044310;GO:0005839";"osmiophilic body;proteasome core complex";GO:0004175;endopeptidase activity;GO:0006511;ubiquitin-dependent protein catabolic process;GO:0005839
